"ACTIVITY" "PERSON" "AVERAGE"
"37708" "WALKING_DOWNSTAIRS" 21 -0.3665151
"37709" "WALKING_DOWNSTAIRS" 21 -0.2072223
"37710" "WALKING_DOWNSTAIRS" 21 -0.294722
"37711" "WALKING_DOWNSTAIRS" 21 -0.2063956
"37712" "WALKING_DOWNSTAIRS" 21 -0.1443212
"37713" "WALKING_DOWNSTAIRS" 21 -0.09308626
"37714" "WALKING_DOWNSTAIRS" 21 -0.5898268
"37715" "WALKING_DOWNSTAIRS" 21 -0.6522572
"37716" "WALKING_DOWNSTAIRS" 21 -0.2251905
"37717" "WALKING_DOWNSTAIRS" 21 -0.5142454
"37718" "WALKING_DOWNSTAIRS" 21 -0.3401098
"37719" "WALKING_DOWNSTAIRS" 21 -0.1674978
"37720" "WALKING_DOWNSTAIRS" 21 -0.06054837
"37721" "WALKING_DOWNSTAIRS" 21 -0.09199161
"37722" "WALKING_DOWNSTAIRS" 21 -0.1127726
"37723" "WALKING_DOWNSTAIRS" 21 -0.6709663
"37724" "WALKING_DOWNSTAIRS" 21 -0.1058789
"37725" "WALKING_DOWNSTAIRS" 21 -0.214331
"37726" "WALKING_DOWNSTAIRS" 21 -0.780382
"37727" "WALKING_DOWNSTAIRS" 21 -0.1742003
"37728" "WALKING_DOWNSTAIRS" 21 -0.2820518
"37729" "WALKING_DOWNSTAIRS" 21 -0.3157316
"37730" "WALKING_DOWNSTAIRS" 21 -0.3001434
"37731" "WALKING_DOWNSTAIRS" 21 -0.2184215
"37732" "WALKING_DOWNSTAIRS" 21 -0.2961697
"37733" "WALKING_DOWNSTAIRS" 21 -0.1069911
"37734" "WALKING_DOWNSTAIRS" 21 -0.3607258
"37735" "WALKING_DOWNSTAIRS" 21 -0.3242107
"37736" "WALKING_DOWNSTAIRS" 21 -0.5550641
"37737" "WALKING_DOWNSTAIRS" 21 -0.1964759
"37738" "WALKING_DOWNSTAIRS" 21 -0.5318509
"37739" "WALKING_DOWNSTAIRS" 21 -0.559835
"37740" "WALKING_DOWNSTAIRS" 21 -0.2878281
"37741" "WALKING_DOWNSTAIRS" 21 -0.5257829
"37742" "WALKING_DOWNSTAIRS" 21 -0.1450932
"37743" "WALKING_DOWNSTAIRS" 21 -0.2234626
"37744" "WALKING_DOWNSTAIRS" 21 -0.7378421
"37745" "WALKING_DOWNSTAIRS" 21 -0.2256586
"37746" "WALKING_DOWNSTAIRS" 21 -0.4101648
"37747" "WALKING_DOWNSTAIRS" 21 0.07422416
"37748" "WALKING_DOWNSTAIRS" 21 0.2104843
"37749" "WALKING_DOWNSTAIRS" 21 0.2747449
"37750" "WALKING_DOWNSTAIRS" 21 0.2233748
"37751" "WALKING_DOWNSTAIRS" 21 0.221408
"37752" "WALKING_DOWNSTAIRS" 21 0.0374742
"37753" "WALKING_DOWNSTAIRS" 21 -0.05446659
"37754" "WALKING_DOWNSTAIRS" 21 0.238453
"37755" "WALKING_DOWNSTAIRS" 21 0.09323277
"37756" "WALKING_DOWNSTAIRS" 21 0.1552472
"37757" "WALKING_DOWNSTAIRS" 21 0.2172319
"37758" "WALKING_DOWNSTAIRS" 21 0.2662462
"37759" "WALKING_DOWNSTAIRS" 21 -0.2199366
"37760" "WALKING_DOWNSTAIRS" 21 -0.3089361
"37761" "WALKING_DOWNSTAIRS" 21 0.1103686
"37762" "WALKING_DOWNSTAIRS" 21 -0.1136568
"37763" "WALKING_DOWNSTAIRS" 21 0.005139171
"37764" "WALKING_DOWNSTAIRS" 21 0.1665648
"37765" "WALKING_DOWNSTAIRS" 21 0.2917562
"37766" "WALKING_DOWNSTAIRS" 21 0.2470821
"37767" "WALKING_DOWNSTAIRS" 21 0.2371117
"37768" "WALKING_DOWNSTAIRS" 21 0.1534204
"37769" "WALKING_DOWNSTAIRS" 21 0.2442809
"37770" "WALKING_DOWNSTAIRS" 21 0.1970504
"37771" "WALKING_DOWNSTAIRS" 21 -0.422109
"37772" "WALKING_DOWNSTAIRS" 21 0.1704587
"37773" "WALKING_DOWNSTAIRS" 21 0.0533117
"37774" "WALKING_DOWNSTAIRS" 21 0.004946635
"37775" "WALKING_DOWNSTAIRS" 21 0.008840404
"37776" "WALKING_DOWNSTAIRS" 21 0.07310546
"37777" "WALKING_DOWNSTAIRS" 21 0.0317422
"37778" "WALKING_DOWNSTAIRS" 21 0.3034237
"37779" "WALKING_DOWNSTAIRS" 21 -0.008590739
"37780" "WALKING_DOWNSTAIRS" 21 -0.008018348
"37781" "WALKING_DOWNSTAIRS" 21 -0.2428745
"37782" "WALKING_DOWNSTAIRS" 21 0.1428289
"37783" "WALKING_DOWNSTAIRS" 21 -0.1982055
"37784" "WALKING_DOWNSTAIRS" 21 -0.2054659
"37785" "WALKING_DOWNSTAIRS" 21 0.07926779
"37786" "WALKING_DOWNSTAIRS" 21 -0.2173398
"37787" "WALKING_DOWNSTAIRS" 21 0.1627303
"37788" "WALKING_DOWNSTAIRS" 21 0.09600776
"37789" "WALKING_DOWNSTAIRS" 21 -0.4330483
"37790" "WALKING_DOWNSTAIRS" 21 0.1170667
"37791" "WALKING_DOWNSTAIRS" 21 -0.09876355
"37792" "WALKING_DOWNSTAIRS" 21 0.50406
"37793" "WALKING_DOWNSTAIRS" 21 0.2517097
"37794" "WALKING_DOWNSTAIRS" 21 -0.529401
"37795" "WALKING_DOWNSTAIRS" 21 -0.1451387
"37796" "WALKING_DOWNSTAIRS" 21 0.3967256
"37797" "WALKING_DOWNSTAIRS" 21 0.3713056
"37798" "WALKING_DOWNSTAIRS" 21 0.2623228
"37799" "WALKING_DOWNSTAIRS" 21 0.6995293
"37800" "WALKING_DOWNSTAIRS" 21 0.2964058
"37801" "WALKING_DOWNSTAIRS" 21 0.4683236
"37802" "WALKING_DOWNSTAIRS" 21 0.7495489
"37803" "WALKING_DOWNSTAIRS" 21 0.6736169
"37804" "WALKING_DOWNSTAIRS" 21 0.2475345
"37805" "WALKING_DOWNSTAIRS" 21 0.6114228
"37806" "WALKING_DOWNSTAIRS" 21 -0.8997767
"37807" "WALKING_DOWNSTAIRS" 21 -0.08780526
"37808" "WALKING_DOWNSTAIRS" 21 0.4408276
"37809" "WALKING_DOWNSTAIRS" 21 -0.3050673
"37810" "WALKING_DOWNSTAIRS" 21 -0.2295789
"37811" "WALKING_DOWNSTAIRS" 21 -0.9123348
"37812" "WALKING_DOWNSTAIRS" 21 -0.4626948
"37813" "WALKING_DOWNSTAIRS" 21 0.2693667
"37814" "WALKING_DOWNSTAIRS" 21 -0.2145731
"37815" "WALKING_DOWNSTAIRS" 21 0.3008373
"37816" "WALKING_DOWNSTAIRS" 21 0.667684
"37817" "WALKING_DOWNSTAIRS" 21 -0.6546678
"37818" "WALKING_DOWNSTAIRS" 21 0.2918625
"37819" "WALKING_DOWNSTAIRS" 21 0.1611833
"37820" "WALKING_DOWNSTAIRS" 21 -0.4885669
"37821" "WALKING_DOWNSTAIRS" 21 0.1807175
"37822" "WALKING_DOWNSTAIRS" 21 0.10561
"37823" "WALKING_DOWNSTAIRS" 21 0.1671652
"37824" "WALKING_DOWNSTAIRS" 21 -0.2015144
"37825" "WALKING_DOWNSTAIRS" 21 -0.3099438
"37826" "WALKING_DOWNSTAIRS" 21 0.7793971
"37827" "WALKING_DOWNSTAIRS" 21 -0.4234061
"37828" "WALKING_DOWNSTAIRS" 21 0.5950343
"37829" "WALKING_DOWNSTAIRS" 21 0.1288983
"37830" "WALKING_DOWNSTAIRS" 21 0.1323457
"37831" "WALKING_DOWNSTAIRS" 21 0.4571426
"37832" "WALKING_DOWNSTAIRS" 21 -0.1381787
"37833" "WALKING_DOWNSTAIRS" 21 0.4026435
"37834" "WALKING_DOWNSTAIRS" 21 0.5833772
"37835" "WALKING_DOWNSTAIRS" 21 0.0895529
"37836" "WALKING_DOWNSTAIRS" 21 -0.5455889
"37837" "WALKING_DOWNSTAIRS" 21 -0.2387125
"37838" "WALKING_DOWNSTAIRS" 21 -0.05737743
"37839" "WALKING_DOWNSTAIRS" 21 -0.2697691
"37840" "WALKING_DOWNSTAIRS" 21 -0.2020056
"37841" "WALKING_DOWNSTAIRS" 21 -0.03622364
"37842" "WALKING_DOWNSTAIRS" 21 -0.3144854
"37843" "WALKING_DOWNSTAIRS" 21 -0.2111619
"37844" "WALKING_DOWNSTAIRS" 21 -0.1496632
"37845" "WALKING_DOWNSTAIRS" 21 -0.03050871
"37846" "WALKING_DOWNSTAIRS" 21 -0.1167411
"37847" "WALKING_DOWNSTAIRS" 21 -0.1242299
"37848" "WALKING_DOWNSTAIRS" 21 -0.02359646
"37849" "WALKING_DOWNSTAIRS" 21 -0.4146547
"37850" "WALKING_DOWNSTAIRS" 21 -0.3864825
"37851" "WALKING_DOWNSTAIRS" 21 -0.09723587
"37852" "WALKING_DOWNSTAIRS" 21 -0.6948998
"37853" "WALKING_DOWNSTAIRS" 21 -0.03344974
"37854" "WALKING_DOWNSTAIRS" 21 -0.2623564
"37855" "WALKING_DOWNSTAIRS" 21 -0.2271589
"37856" "WALKING_DOWNSTAIRS" 21 -0.2583051
"37857" "WALKING_DOWNSTAIRS" 21 -0.3005788
"37858" "WALKING_DOWNSTAIRS" 21 -0.1187656
"37859" "WALKING_DOWNSTAIRS" 21 -0.06245984
"37860" "WALKING_DOWNSTAIRS" 21 -0.1677815
"37861" "WALKING_DOWNSTAIRS" 21 -0.1394775
"37862" "WALKING_DOWNSTAIRS" 21 -0.05625573
"37863" "WALKING_DOWNSTAIRS" 21 -0.06087187
"37864" "WALKING_DOWNSTAIRS" 21 -0.05938282
"37865" "WALKING_DOWNSTAIRS" 21 -0.01742665
"37866" "WALKING_DOWNSTAIRS" 21 -0.02358643
"37867" "WALKING_DOWNSTAIRS" 21 -0.04753473
"37868" "WALKING_DOWNSTAIRS" 21 -0.1143033
"37869" "WALKING_DOWNSTAIRS" 21 0.03223892
"37870" "WALKING_DOWNSTAIRS" 21 -0.1466312
"37871" "WALKING_DOWNSTAIRS" 21 -0.3120846
"37872" "WALKING_DOWNSTAIRS" 21 -0.07315971
"37873" "WALKING_DOWNSTAIRS" 21 -0.4272456
"37874" "WALKING_DOWNSTAIRS" 21 -0.04944252
"37875" "WALKING_DOWNSTAIRS" 21 -0.05512342
"37876" "WALKING_DOWNSTAIRS" 21 -0.5590464
"37877" "WALKING_DOWNSTAIRS" 21 -0.1087541
"37878" "WALKING_DOWNSTAIRS" 21 -0.3452163
"37879" "WALKING_DOWNSTAIRS" 21 -0.3267701
"37880" "WALKING_DOWNSTAIRS" 21 -0.3854909
"37881" "WALKING_DOWNSTAIRS" 21 0.01029008
"37882" "WALKING_DOWNSTAIRS" 21 0.044141
"37883" "WALKING_DOWNSTAIRS" 21 0.1605427
"37884" "WALKING_DOWNSTAIRS" 21 -0.06222112
"37885" "WALKING_DOWNSTAIRS" 21 -0.002175487
"37886" "WALKING_DOWNSTAIRS" 21 0.1724768
"37887" "WALKING_DOWNSTAIRS" 21 -0.1093416
"37888" "WALKING_DOWNSTAIRS" 21 -0.02843061
"37889" "WALKING_DOWNSTAIRS" 21 0.1672143
"37890" "WALKING_DOWNSTAIRS" 21 0.157326
"37891" "WALKING_DOWNSTAIRS" 21 0.0560564
"37892" "WALKING_DOWNSTAIRS" 21 0.07329342
"37893" "WALKING_DOWNSTAIRS" 21 0.1812305
"37894" "WALKING_DOWNSTAIRS" 21 -0.2194002
"37895" "WALKING_DOWNSTAIRS" 21 -0.2032912
"37896" "WALKING_DOWNSTAIRS" 21 0.1295743
"37897" "WALKING_DOWNSTAIRS" 21 -0.4199941
"37898" "WALKING_DOWNSTAIRS" 21 0.1894991
"37899" "WALKING_DOWNSTAIRS" 21 -0.08216896
"37900" "WALKING_DOWNSTAIRS" 21 -0.02626707
"37901" "WALKING_DOWNSTAIRS" 21 -0.0443007
"37902" "WALKING_DOWNSTAIRS" 21 -0.1178133
"37903" "WALKING_DOWNSTAIRS" 21 0.05319297
"37904" "WALKING_DOWNSTAIRS" 21 0.12342
"37905" "WALKING_DOWNSTAIRS" 21 0.1275277
"37906" "WALKING_DOWNSTAIRS" 21 0.05403949
"37907" "WALKING_DOWNSTAIRS" 21 0.1083849
"37908" "WALKING_DOWNSTAIRS" 21 0.1204972
"37909" "WALKING_DOWNSTAIRS" 21 0.1188189
"37910" "WALKING_DOWNSTAIRS" 21 0.1422755
"37911" "WALKING_DOWNSTAIRS" 21 0.1287119
"37912" "WALKING_DOWNSTAIRS" 21 0.1267761
"37913" "WALKING_DOWNSTAIRS" 21 0.1860977
"37914" "WALKING_DOWNSTAIRS" 21 0.2262236
"37915" "WALKING_DOWNSTAIRS" 21 0.01216767
"37916" "WALKING_DOWNSTAIRS" 21 -0.1535847
"37917" "WALKING_DOWNSTAIRS" 21 0.09320999
"37918" "WALKING_DOWNSTAIRS" 21 -0.2460751
"37919" "WALKING_DOWNSTAIRS" 21 0.1612746
"37920" "WALKING_DOWNSTAIRS" 21 0.2043426
"37921" "WALKING_DOWNSTAIRS" 21 -0.3668077
"37922" "WALKING_DOWNSTAIRS" 21 0.06336623
"37923" "WALKING_DOWNSTAIRS" 21 -0.1554563
"37924" "WALKING_DOWNSTAIRS" 21 -0.1334325
"37925" "WALKING_DOWNSTAIRS" 21 -0.2135444
"37926" "WALKING_DOWNSTAIRS" 21 0.1911691
"37927" "WALKING_DOWNSTAIRS" 21 -0.05984011
"37928" "WALKING_DOWNSTAIRS" 21 -0.2939816
"37929" "WALKING_DOWNSTAIRS" 21 0.1586182
"37930" "WALKING_DOWNSTAIRS" 21 0.1430224
"37931" "WALKING_DOWNSTAIRS" 21 0.2086623
"37932" "WALKING_DOWNSTAIRS" 21 0.2748561
"37933" "WALKING_DOWNSTAIRS" 21 -0.1169492
"37934" "WALKING_DOWNSTAIRS" 21 0.05459857
"37935" "WALKING_DOWNSTAIRS" 21 0.3026534
"37936" "WALKING_DOWNSTAIRS" 21 0.3631539
"37937" "WALKING_DOWNSTAIRS" 21 0.5741185
"37938" "WALKING_DOWNSTAIRS" 21 0.03290067
"37939" "WALKING_DOWNSTAIRS" 21 -0.1127999
"37940" "WALKING_DOWNSTAIRS" 21 0.1662865
"37941" "WALKING_DOWNSTAIRS" 21 0.09667618
"37942" "WALKING_DOWNSTAIRS" 21 0.4849805
"37943" "WALKING_DOWNSTAIRS" 21 -0.1243196
"37944" "WALKING_DOWNSTAIRS" 21 0.1245129
"37945" "WALKING_DOWNSTAIRS" 21 0.2875011
"37946" "WALKING_DOWNSTAIRS" 21 0.1145997
"37947" "WALKING_DOWNSTAIRS" 21 0.2778366
"37948" "WALKING_DOWNSTAIRS" 21 -0.07079545
"37949" "WALKING_DOWNSTAIRS" 21 0.4815769
"37950" "WALKING_DOWNSTAIRS" 21 0.4617731
"37951" "WALKING_DOWNSTAIRS" 21 -0.4462932
"37952" "WALKING_DOWNSTAIRS" 21 0.3327301
"37953" "WALKING_DOWNSTAIRS" 21 0.05264521
"37954" "WALKING_DOWNSTAIRS" 21 -0.5533542
"37955" "WALKING_DOWNSTAIRS" 21 -0.1662499
"37956" "WALKING_DOWNSTAIRS" 21 -0.4368979
"37957" "WALKING_DOWNSTAIRS" 21 -0.4687695
"37958" "WALKING_DOWNSTAIRS" 21 -0.3572342
"37959" "WALKING_DOWNSTAIRS" 21 0.02110319
"37960" "WALKING_DOWNSTAIRS" 21 -0.3390935
"37961" "WALKING_DOWNSTAIRS" 21 -0.3084362
"37962" "WALKING_DOWNSTAIRS" 21 0.3936163
"37963" "WALKING_DOWNSTAIRS" 21 0.22357
"37964" "WALKING_DOWNSTAIRS" 21 -0.03432491
"37965" "WALKING_DOWNSTAIRS" 21 -0.09159458
"37966" "WALKING_DOWNSTAIRS" 21 0.2435
"37967" "WALKING_DOWNSTAIRS" 21 0.3209049
"37968" "WALKING_DOWNSTAIRS" 21 0.2462381
"37969" "WALKING_DOWNSTAIRS" 21 -0.2731259
"37970" "WALKING_DOWNSTAIRS" 21 0.1346742
"37971" "WALKING_DOWNSTAIRS" 21 0.2217045
"37972" "WALKING_DOWNSTAIRS" 22 1.126179
"37973" "WALKING_DOWNSTAIRS" 22 0.9027108
"37974" "WALKING_DOWNSTAIRS" 22 0.431316
"37975" "WALKING_DOWNSTAIRS" 22 1.232727
"37976" "WALKING_DOWNSTAIRS" 22 1.165983
"37977" "WALKING_DOWNSTAIRS" 22 0.5874049
"37978" "WALKING_DOWNSTAIRS" 22 0.6776246
"37979" "WALKING_DOWNSTAIRS" 22 0.7451616
"37980" "WALKING_DOWNSTAIRS" 22 1.320586
"37981" "WALKING_DOWNSTAIRS" 22 1.313052
"37982" "WALKING_DOWNSTAIRS" 22 1.2639572
"37983" "WALKING_DOWNSTAIRS" 22 0.4853819
"37984" "WALKING_DOWNSTAIRS" 22 0.8092445
"37985" "WALKING_DOWNSTAIRS" 22 0.5530795
"37986" "WALKING_DOWNSTAIRS" 22 1.159678
"37987" "WALKING_DOWNSTAIRS" 22 0.5875207
"37988" "WALKING_DOWNSTAIRS" 22 0.7364568
"37989" "WALKING_DOWNSTAIRS" 22 0.9629883
"37990" "WALKING_DOWNSTAIRS" 22 0.5686684
"37991" "WALKING_DOWNSTAIRS" 22 0.6447868
"37992" "WALKING_DOWNSTAIRS" 22 1.258766
"37993" "WALKING_DOWNSTAIRS" 22 0.8670879
"37994" "WALKING_DOWNSTAIRS" 22 0.544287
"37995" "WALKING_DOWNSTAIRS" 22 1.018811
"37996" "WALKING_DOWNSTAIRS" 22 0.7740032
"37997" "WALKING_DOWNSTAIRS" 22 1.088007
"37998" "WALKING_DOWNSTAIRS" 22 1.496662
"37999" "WALKING_DOWNSTAIRS" 22 0.639718
"38000" "WALKING_DOWNSTAIRS" 22 0.4764195
"38001" "WALKING_DOWNSTAIRS" 22 1.445698
"38002" "WALKING_DOWNSTAIRS" 22 0.8134658
"38003" "WALKING_DOWNSTAIRS" 22 1.129105
"38004" "WALKING_DOWNSTAIRS" 22 1.522191
"38005" "WALKING_DOWNSTAIRS" 22 0.6673571
"38006" "WALKING_DOWNSTAIRS" 22 0.8395485
"38007" "WALKING_DOWNSTAIRS" 22 1.36427
"38008" "WALKING_DOWNSTAIRS" 22 0.126395
"38009" "WALKING_DOWNSTAIRS" 22 -0.0740671000000001
"38010" "WALKING_DOWNSTAIRS" 22 -0.5623638
"38011" "WALKING_DOWNSTAIRS" 22 0.2238218
"38012" "WALKING_DOWNSTAIRS" 22 0.1610115
"38013" "WALKING_DOWNSTAIRS" 22 -0.4246099
"38014" "WALKING_DOWNSTAIRS" 22 -0.328869
"38015" "WALKING_DOWNSTAIRS" 22 -0.2267188
"38016" "WALKING_DOWNSTAIRS" 22 0.3402382
"38017" "WALKING_DOWNSTAIRS" 22 0.2998271
"38018" "WALKING_DOWNSTAIRS" 22 0.2566431
"38019" "WALKING_DOWNSTAIRS" 22 -0.4917381
"38020" "WALKING_DOWNSTAIRS" 22 -0.1927128
"38021" "WALKING_DOWNSTAIRS" 22 -0.4236314
"38022" "WALKING_DOWNSTAIRS" 22 0.1942999
"38023" "WALKING_DOWNSTAIRS" 22 -0.4116904
"38024" "WALKING_DOWNSTAIRS" 22 -0.2485852
"38025" "WALKING_DOWNSTAIRS" 22 -0.0159551
"38026" "WALKING_DOWNSTAIRS" 22 -0.4295098
"38027" "WALKING_DOWNSTAIRS" 22 -0.3274926
"38028" "WALKING_DOWNSTAIRS" 22 0.2649389
"38029" "WALKING_DOWNSTAIRS" 22 -0.1198838
"38030" "WALKING_DOWNSTAIRS" 22 -0.4427634
"38031" "WALKING_DOWNSTAIRS" 22 0.00264960000000003
"38032" "WALKING_DOWNSTAIRS" 22 -0.2008433
"38033" "WALKING_DOWNSTAIRS" 22 0.1314877
"38034" "WALKING_DOWNSTAIRS" 22 0.5262632
"38035" "WALKING_DOWNSTAIRS" 22 -0.3512763
"38036" "WALKING_DOWNSTAIRS" 22 -0.5066745
"38037" "WALKING_DOWNSTAIRS" 22 0.4680083
"38038" "WALKING_DOWNSTAIRS" 22 -0.168547
"38039" "WALKING_DOWNSTAIRS" 22 0.1586427
"38040" "WALKING_DOWNSTAIRS" 22 0.5251303
"38041" "WALKING_DOWNSTAIRS" 22 -0.3294528
"38042" "WALKING_DOWNSTAIRS" 22 -0.1482945
"38043" "WALKING_DOWNSTAIRS" 22 0.3602598
"38044" "WALKING_DOWNSTAIRS" 22 -0.1784432
"38045" "WALKING_DOWNSTAIRS" 22 0.0353347
"38046" "WALKING_DOWNSTAIRS" 22 0.2873628
"38047" "WALKING_DOWNSTAIRS" 22 -0.1138689
"38048" "WALKING_DOWNSTAIRS" 22 0.7638687
"38049" "WALKING_DOWNSTAIRS" 22 0.55811054
"38050" "WALKING_DOWNSTAIRS" 22 -0.6661228
"38051" "WALKING_DOWNSTAIRS" 22 -0.219325
"38052" "WALKING_DOWNSTAIRS" 22 -0.2410309
"38053" "WALKING_DOWNSTAIRS" 22 -0.1596048
"38054" "WALKING_DOWNSTAIRS" 22 0.0635084
"38055" "WALKING_DOWNSTAIRS" 22 -0.4567378
"38056" "WALKING_DOWNSTAIRS" 22 0.3484674
"38057" "WALKING_DOWNSTAIRS" 22 -0.06586423
"38058" "WALKING_DOWNSTAIRS" 22 0.0740169
"38059" "WALKING_DOWNSTAIRS" 22 -0.640383
"38060" "WALKING_DOWNSTAIRS" 22 0.169609
"38061" "WALKING_DOWNSTAIRS" 22 0.3737992
"38062" "WALKING_DOWNSTAIRS" 22 0.4354614
"38063" "WALKING_DOWNSTAIRS" 22 -0.492064
"38064" "WALKING_DOWNSTAIRS" 22 -0.4809266
"38065" "WALKING_DOWNSTAIRS" 22 -1.141792
"38066" "WALKING_DOWNSTAIRS" 22 -0.3819881
"38067" "WALKING_DOWNSTAIRS" 22 -0.04524453
"38068" "WALKING_DOWNSTAIRS" 22 0.8837871
"38069" "WALKING_DOWNSTAIRS" 22 0.512306
"38070" "WALKING_DOWNSTAIRS" 22 0.4126857
"38071" "WALKING_DOWNSTAIRS" 22 -0.523986
"38072" "WALKING_DOWNSTAIRS" 22 -0.0590671
"38073" "WALKING_DOWNSTAIRS" 22 0.4669427
"38074" "WALKING_DOWNSTAIRS" 22 0.7156865
"38075" "WALKING_DOWNSTAIRS" 22 0.592158
"38076" "WALKING_DOWNSTAIRS" 22 0.0356489
"38077" "WALKING_DOWNSTAIRS" 22 -0.1878117
"38078" "WALKING_DOWNSTAIRS" 22 0.1755989
"38079" "WALKING_DOWNSTAIRS" 22 -0.5035563
"38080" "WALKING_DOWNSTAIRS" 22 -0.5000894
"38081" "WALKING_DOWNSTAIRS" 22 -0.1986274
"38082" "WALKING_DOWNSTAIRS" 22 0.08972666
"38083" "WALKING_DOWNSTAIRS" 22 -0.2515112
"38084" "WALKING_DOWNSTAIRS" 22 -0.250498
"38085" "WALKING_DOWNSTAIRS" 22 -0.005247411
"38086" "WALKING_DOWNSTAIRS" 22 -0.1414879
"38087" "WALKING_DOWNSTAIRS" 22 -0.0830786
"38088" "WALKING_DOWNSTAIRS" 22 -0.3374705
"38089" "WALKING_DOWNSTAIRS" 22 -0.4230136
"38090" "WALKING_DOWNSTAIRS" 22 0.1290711
"38091" "WALKING_DOWNSTAIRS" 22 -0.2202136
"38092" "WALKING_DOWNSTAIRS" 22 -0.0862072
"38093" "WALKING_DOWNSTAIRS" 22 -0.09424467
"38094" "WALKING_DOWNSTAIRS" 22 -0.3782969
"38095" "WALKING_DOWNSTAIRS" 22 0.05126821
"38096" "WALKING_DOWNSTAIRS" 22 -0.1568589
"38097" "WALKING_DOWNSTAIRS" 22 -0.5578943
"38098" "WALKING_DOWNSTAIRS" 22 0.01620247
"38099" "WALKING_DOWNSTAIRS" 22 0.03619108
"38100" "WALKING_DOWNSTAIRS" 22 -0.1481475
"38101" "WALKING_DOWNSTAIRS" 22 -0.05480562
"38102" "WALKING_DOWNSTAIRS" 22 -0.2111399
"38103" "WALKING_DOWNSTAIRS" 22 -0.6372565
"38104" "WALKING_DOWNSTAIRS" 22 -0.1648114
"38105" "WALKING_DOWNSTAIRS" 22 -0.2145642
"38106" "WALKING_DOWNSTAIRS" 22 -0.3280445
"38107" "WALKING_DOWNSTAIRS" 22 0.1229766
"38108" "WALKING_DOWNSTAIRS" 22 -0.1110207
"38109" "WALKING_DOWNSTAIRS" 22 -0.644198
"38110" "WALKING_DOWNSTAIRS" 22 -0.1040084
"38111" "WALKING_DOWNSTAIRS" 22 -0.3859213
"38112" "WALKING_DOWNSTAIRS" 22 -0.6758726
"38113" "WALKING_DOWNSTAIRS" 22 -0.1696595
"38114" "WALKING_DOWNSTAIRS" 22 -0.08105076
"38115" "WALKING_DOWNSTAIRS" 22 -0.5818623
"38116" "WALKING_DOWNSTAIRS" 22 -0.2716886
"38117" "WALKING_DOWNSTAIRS" 22 -0.0151242
"38118" "WALKING_DOWNSTAIRS" 22 0.2847297
"38119" "WALKING_DOWNSTAIRS" 22 -0.06415713
"38120" "WALKING_DOWNSTAIRS" 22 -0.05332819
"38121" "WALKING_DOWNSTAIRS" 22 0.1665554
"38122" "WALKING_DOWNSTAIRS" 22 0.06600956
"38123" "WALKING_DOWNSTAIRS" 22 0.07978803
"38124" "WALKING_DOWNSTAIRS" 22 -0.1723519
"38125" "WALKING_DOWNSTAIRS" 22 -0.2542191
"38126" "WALKING_DOWNSTAIRS" 22 0.3282684
"38127" "WALKING_DOWNSTAIRS" 22 -0.04587003
"38128" "WALKING_DOWNSTAIRS" 22 0.1333172
"38129" "WALKING_DOWNSTAIRS" 22 0.04425416
"38130" "WALKING_DOWNSTAIRS" 22 -0.2494649
"38131" "WALKING_DOWNSTAIRS" 22 0.2035776
"38132" "WALKING_DOWNSTAIRS" 22 0.02112273
"38133" "WALKING_DOWNSTAIRS" 22 -0.3909988
"38134" "WALKING_DOWNSTAIRS" 22 0.2746815
"38135" "WALKING_DOWNSTAIRS" 22 0.2521728
"38136" "WALKING_DOWNSTAIRS" 22 0.100207
"38137" "WALKING_DOWNSTAIRS" 22 0.1716204
"38138" "WALKING_DOWNSTAIRS" 22 0.0294168
"38139" "WALKING_DOWNSTAIRS" 22 -0.4219973
"38140" "WALKING_DOWNSTAIRS" 22 0.1344832
"38141" "WALKING_DOWNSTAIRS" 22 0.03181291
"38142" "WALKING_DOWNSTAIRS" 22 -0.1292748
"38143" "WALKING_DOWNSTAIRS" 22 0.3450751
"38144" "WALKING_DOWNSTAIRS" 22 0.1196201
"38145" "WALKING_DOWNSTAIRS" 22 -0.4210352
"38146" "WALKING_DOWNSTAIRS" 22 0.181651
"38147" "WALKING_DOWNSTAIRS" 22 -0.1537436
"38148" "WALKING_DOWNSTAIRS" 22 -0.4600422
"38149" "WALKING_DOWNSTAIRS" 22 0.04755283
"38150" "WALKING_DOWNSTAIRS" 22 0.1547387
"38151" "WALKING_DOWNSTAIRS" 22 -0.3515688
"38152" "WALKING_DOWNSTAIRS" 22 0.2178675
"38153" "WALKING_DOWNSTAIRS" 22 -0.1715691
"38154" "WALKING_DOWNSTAIRS" 22 0.1753727
"38155" "WALKING_DOWNSTAIRS" 22 -0.1464863
"38156" "WALKING_DOWNSTAIRS" 22 0.591379
"38157" "WALKING_DOWNSTAIRS" 22 -0.6359088
"38158" "WALKING_DOWNSTAIRS" 22 0.1060716
"38159" "WALKING_DOWNSTAIRS" 22 -0.4807402
"38160" "WALKING_DOWNSTAIRS" 22 0.03725737
"38161" "WALKING_DOWNSTAIRS" 22 0.6089831
"38162" "WALKING_DOWNSTAIRS" 22 -0.2367893
"38163" "WALKING_DOWNSTAIRS" 22 -0.1375668
"38164" "WALKING_DOWNSTAIRS" 22 -0.01203999
"38165" "WALKING_DOWNSTAIRS" 22 -0.2559938
"38166" "WALKING_DOWNSTAIRS" 22 0.003779571
